StartEffDate,EndEffDate,Cost,City,County,State,Zip,Svc Type,Mat,Sched,TempOrPerm,Container,Size
8/1/2013,NULL,50.3,FRONT ROYAL,Warren,VA,22630,DSP,C&D,SOC,Permanent,OT,YRDS-30
9/1/2014,NULL,96,PHOENIX,Maricopa,AZ,85016,DSP,T,SOC,Permanent,OT,YRDS-20
10/21/2014,NULL,38,MARTINSVILLE,Morgan,IN,46151,DSP,T,SOC,Permanent,CMP,YRDS-34
11/30/2014,NULL,90,KANSAS CITY,Wyandotte,KS,66106,DSP,T,SOC,Permanent,OT,YRDS-40
1/22/2015,NULL,90,BROOKLYN,Kings,NY,11214,DSP,T,SOC,Permanent,OT,YRDS-10
1/24/2015,NULL,90,QUEENS VILLAGE,Queens,NY,11428,DSP,T,SOC,Permanent,OT,YRDS-10
5/1/2015,NULL,30,CINCINNATI,Hamilton,OH,45246,DSP,T,SOC,Permanent,OT,YRDS-30
5/13/2015,NULL,31.5,LAREDO,Webb,TX,78045,DSP,T,SOC,Permanent,OT,YRDS-30
7/7/2015,NULL,25,ERLANGER,Kenton,KY,41018,DSP,T,SOC,Permanent,CMP,YRDS-34
11/25/2015,NULL,42,NASHVILLE,Davidson,TN,37204,DSP,T,SOC,Permanent,OT,YRDS-30
2/1/2016,NULL,24,MOLINE,Rock Island,IL,61265,DSP,T,SOC,Permanent,OT,YRDS-30
2/1/2016,NULL,39,CHANDLER,Maricopa,AZ,85286,DSP,T,SOC,Permanent,CMP,YRDS-32
2/1/2016,NULL,39,SURPRISE,Maricopa,AZ,85374,DSP,T,SOC,Permanent,CMP,YRDS-32
2/2/2016,NULL,40,MESA,Maricopa,AZ,85206,DSP,T,SOC,Permanent,CMP,YRDS-30
4/1/2016,NULL,70,EXTON,Chester,PA,19341,DSP,T,SOC,Permanent,OT,YRDS-30
4/1/2016,NULL,36,DODGE CITY,Ford,KS,67801,DSP,T,SOC,Permanent,CMP,YRDS-35
5/4/2016,NULL,28,SAN ANTONIO,Bexar,TX,78251,DSP,T,SOC,Permanent,CMP,YRDS-30
7/25/2016,NULL,82.26,RADCLIFF,Hardin,KY,40160,DSP,T,SOC,Permanent,CMP,YRDS-40
9/15/2016,NULL,96,NEW ORLEANS,Jefferson,LA,70121,DSP,T,SOC,Permanent,OT,YRDS-30
9/27/2016,NULL,28,SAN ANTONIO,Bexar,TX,78251,DSP,T,SOC,Permanent,CMP,YRDS-30
10/6/2016,NULL,53.09,LEBANON,Marion,KY,40033,DSP,T,SOC,Permanent,CMP,YRDS-40
10/22/2016,NULL,40,NORTH CHARLESTON,Charleston,SC,29418,DSP,T,SOC,Permanent,OT,YRDS-20
11/1/2016,NULL,29.25,PLATTSMOUTH,Cass,NE,68048,DSP,T,SOC,Permanent,CMP,YRDS-35
11/1/2016,NULL,29.82,OMAHA,Douglas,NE,68108,DSP,T,SOC,Permanent,CMP,YRDS-35
11/1/2016,NULL,29.82,OMAHA,Douglas,NE,68130,DSP,T,SOC,Permanent,CMP,YRDS-35
11/1/2016,NULL,29.25,OMAHA,Douglas,NE,68132,DSP,T,SOC,Permanent,CMP,YRDS-35
12/20/2016,NULL,45,ROSSVILLE,Fayette,TN,38066,DSP,T,SOC,Permanent,OT,YRDS-40
1/26/2017,NULL,50,NEWPORT NEWS,Newport News City,VA,23603,DSP,WD,SOC,Permanent,OT,YRDS-40
2/13/2017,NULL,110.22,FORT LAUDERDALE,Broward,FL,33304,DSP,T,SOC,Permanent,CMP,YRDS-34
4/1/2017,NULL,33.95,HOUSTON,Harris,TX,77024,DSP,T,SOC,Permanent,CMP,YRDS-42
4/25/2017,NULL,24,KNOXVILLE,Knox,TN,37921,DSP,T,SOC,Permanent,CMP,YRDS-40
5/1/2017,NULL,30.25,YUMA,Yuma,AZ,85367,DSP,T,SOC,Permanent,CMP,YRDS-40
6/1/2017,NULL,135,MELROSE PARK,Cook,IL,60160,DSP,T,SOC,Permanent,CMP,YRDS-30
6/1/2017,NULL,153,CHICAGO,Cook,IL,60609,DSP,T,SOC,Permanent,CMP,YRDS-30
6/1/2017,NULL,144.6,CREST HILL,Will,IL,60403,DSP,T,SOC,Permanent,CMP,YRDS-30
6/2/2017,NULL,137.4,CHICAGO HEIGHTS,Cook,IL,60411,DSP,T,SOC,Permanent,CMP,YRDS-30
6/2/2017,NULL,144,CICERO,Cook,IL,60804,DSP,T,SOC,Permanent,CMP,YRDS-35
6/2/2017,NULL,174,PRESCOTT,Yavapai,AZ,86305,DSP,T,SOC,Permanent,CMP,YRDS-35
6/2/2017,NULL,141,DOLTON,Cook,IL,60419,DSP,T,SOC,Permanent,CMP,YRDS-30
6/2/2017,NULL,137.1,OAK FOREST,Cook,IL,60452,DSP,T,SOC,Permanent,CMP,YRDS-30
6/2/2017,NULL,108,THOMPSONS STATION,Williamson,TN,37179,DSP,T,SOC,Permanent,CMP,YRDS-40
6/2/2017,NULL,109.5,WEST LAFAYETTE,Tippecanoe,IN,47906,DSP,T,SOC,Permanent,CMP,YRDS-30
6/2/2017,NULL,138,GALLATIN,Sumner,TN,37066,DSP,T,SOC,Permanent,CMP,YRDS-40
6/2/2017,NULL,65.19,KNOXVILLE,Knox,TN,37922,DSP,T,SOC,Permanent,CMP,YRDS-35
6/2/2017,NULL,90,MESA,Maricopa,AZ,85203,DSP,T,SOC,Permanent,CMP,YRDS-40
6/2/2017,NULL,96,TUCSON,Pima,AZ,85741,DSP,T,SOC,Permanent,CMP,YRDS-34
6/2/2017,NULL,90,SUN CITY WEST,Maricopa,AZ,85375,DSP,T,SOC,Permanent,CMP,YRDS-35
6/2/2017,NULL,90,PHOENIX,Maricopa,AZ,85037,DSP,T,SOC,Permanent,CMP,YRDS-40
6/2/2017,NULL,90,MESA,Maricopa,AZ,85203,DSP,T,SOC,Permanent,CMP,YRDS-40
6/2/2017,NULL,90,SCOTTSDALE,Maricopa,AZ,85258,DSP,T,SOC,Permanent,CMP,YRDS-40
6/2/2017,NULL,96,SAHUARITA,Pima,AZ,85629,DSP,T,SOC,Permanent,CMP,YRDS-32
6/2/2017,NULL,90,MESA,Maricopa,AZ,85215,DSP,T,SOC,Permanent,CMP,YRDS-42
6/2/2017,NULL,90,PHOENIX,Maricopa,AZ,85086,DSP,T,SOC,Permanent,CMP,YRDS-34
6/2/2017,NULL,90,CAVE CREEK,Maricopa,AZ,85331,DSP,T,SOC,Permanent,CMP,YRDS-34
6/2/2017,NULL,111,ARLINGTON,Shelby,TN,38002,DSP,T,SOC,Permanent,CMP,YRDS-34
6/2/2017,NULL,63,SAINT JOHNS,Clinton,MI,48879,DSP,T,SOC,Permanent,CMP,YRDS-30
6/2/2017,NULL,148.11,CROSSVILLE,Cumberland,TN,38555,DSP,T,SOC,Permanent,CMP,YRDS-35
6/2/2017,NULL,94.47,MISSOURI CITY,Fort Bend,TX,77459,DSP,T,SOC,Permanent,CMP,YRDS-30
6/2/2017,NULL,58.74,KNOXVILLE,Knox,TN,37922,DSP,T,SOC,Permanent,CMP,YRDS-35
6/2/2017,NULL,96,LA PORTE,La Porte,IN,46350,DSP,T,SOC,Permanent,CMP,YRDS-35
6/2/2017,NULL,117.72,GRIFFIN,Spalding,GA,30223,DSP,T,SOC,Permanent,CMP,YRDS-30
6/2/2017,NULL,147,PEORIA,Peoria,IL,61614,DSP,T,SOC,Permanent,CMP,YRDS-35
6/2/2017,NULL,85.38,ARLINGTON,Shelby,TN,38002,DSP,T,SOC,Permanent,CMP,YRDS-34
6/2/2017,NULL,96,TULLAHOMA,Coffee,TN,37388,DSP,T,SOC,Permanent,CMP,YRDS-35
6/2/2017,NULL,92.64,INDIANAPOLIS,Marion,IN,46241,DSP,T,SOC,Permanent,CMP,YRDS-30
6/2/2017,NULL,92.64,INDIANAPOLIS,Marion,IN,46220,DSP,T,SOC,Permanent,CMP,YRDS-34
6/2/2017,NULL,96,MURFREESBORO,Rutherford,TN,37128,DSP,T,SOC,Permanent,CMP,YRDS-35
6/2/2017,NULL,58.74,KNOXVILLE,Knox,TN,37914,DSP,T,SOC,Permanent,CMP,YRDS-35
6/2/2017,NULL,100.8,NASHVILLE,Davidson,TN,37211,DSP,T,SOC,Permanent,CMP,YRDS-40
6/2/2017,NULL,105,NASHVILLE,Davidson,TN,37209,DSP,T,SOC,Permanent,CMP,YRDS-40
6/2/2017,NULL,58.74,ANTIOCH,Davidson,TN,37013,DSP,T,SOC,Permanent,CMP,YRDS-40
6/2/2017,NULL,102,FRANKLIN,Williamson,TN,37067,DSP,T,SOC,Permanent,CMP,YRDS-40
6/2/2017,NULL,58.74,KNOXVILLE,Knox,TN,37920,DSP,T,SOC,Permanent,CMP,YRDS-35
6/2/2017,NULL,96,MURFREESBORO,Rutherford,TN,37129,DSP,T,SOC,Permanent,CMP,YRDS-35
6/2/2017,NULL,70.08,CLARKSVILLE,Montgomery,TN,37040,DSP,T,SOC,Permanent,CMP,YRDS-40
6/2/2017,NULL,103.05,SHELBYVILLE,Bedford,TN,37160,DSP,T,SOC,Permanent,CMP,YRDS-35
6/2/2017,NULL,108,MOUNT JULIET,Wilson,TN,37122,DSP,T,SOC,Permanent,CMP,YRDS-40
6/2/2017,NULL,122.76,LEWISBURG,Marshall,TN,37091,DSP,T,SOC,Permanent,CMP,YRDS-35
6/2/2017,NULL,58.74,KNOXVILLE,Knox,TN,37923,DSP,T,SOC,Permanent,CMP,YRDS-35
6/2/2017,NULL,56.37,SOUTH LYON,Oakland,MI,48178,DSP,T,SOC,Permanent,CMP,YRDS-30
6/2/2017,NULL,108,MOUNT JULIET,Wilson,TN,37122,DSP,T,SOC,Permanent,CMP,YRDS-40
6/2/2017,NULL,57,DAVISON,Genesee,MI,48423,DSP,T,SOC,Permanent,CMP,YRDS-34
6/2/2017,NULL,57,FLINT,Genesee,MI,48532,DSP,T,SOC,Permanent,CMP,YRDS-34
6/2/2017,NULL,57,SWARTZ CREEK,Genesee,MI,48473,DSP,T,SOC,Permanent,CMP,YRDS-30
6/2/2017,NULL,57,MOUNT MORRIS,Genesee,MI,48458,DSP,T,SOC,Permanent,CMP,YRDS-34
6/2/2017,NULL,57,SAGINAW,Saginaw,MI,48603,DSP,T,SOC,Permanent,CMP,YRDS-34
6/2/2017,NULL,57,BURTON,Genesee,MI,48529,DSP,T,SOC,Permanent,CMP,YRDS-34
6/2/2017,NULL,85.38,MILLINGTON,Shelby,TN,38053,DSP,T,SOC,Permanent,CMP,YRDS-34
6/2/2017,NULL,85.38,CORDOVA,Shelby,TN,38016,DSP,T,SOC,Permanent,CMP,YRDS-34
6/2/2017,NULL,105,NASHVILLE,Davidson,TN,37208,DSP,T,SOC,Permanent,CMP,YRDS-40
6/2/2017,NULL,85.41,MEMPHIS,Shelby,TN,38116,DSP,T,SOC,Permanent,CMP,YRDS-34
6/2/2017,NULL,73.89,CYPRESS,Harris,TX,77429,DSP,T,SOC,Permanent,CMP,YRDS-30
6/2/2017,NULL,87.15,MADISON,Madison,MS,39110,DSP,T,SOC,Permanent,CMP,YRDS-35
6/2/2017,NULL,85.38,MEMPHIS,Shelby,TN,38134,DSP,T,SOC,Permanent,CMP,YRDS-34
6/2/2017,NULL,102,BRENTWOOD,Williamson,TN,37027,DSP,T,SOC,Permanent,CMP,YRDS-40
6/2/2017,NULL,105,NASHVILLE,Davidson,TN,37221,DSP,T,SOC,Permanent,CMP,YRDS-40
6/2/2017,NULL,105,NASHVILLE,Davidson,TN,37221,DSP,T,SOC,Permanent,CMP,YRDS-40
6/2/2017,NULL,105,NASHVILLE,Davidson,TN,37218,DSP,T,SOC,Permanent,CMP,YRDS-40
6/2/2017,NULL,105,NASHVILLE,Davidson,TN,37211,DSP,T,SOC,Permanent,CMP,YRDS-40
6/2/2017,NULL,111,FRANKLIN,Williamson,TN,37064,DSP,T,SOC,Permanent,CMP,YRDS-40
6/2/2017,NULL,73.86,MOUNT WASHINGTON,Bullitt,KY,40047,DSP,T,SOC,Permanent,CMP,YRDS-35
6/2/2017,NULL,81.03,ELIZABETHTOWN,Hardin,KY,42701,DSP,T,SOC,Permanent,CMP,YRDS-34
6/2/2017,NULL,73.86,SHEPHERDSVILLE,Bullitt,KY,40165,DSP,T,SOC,Permanent,CMP,YRDS-35
6/2/2017,NULL,105,NASHVILLE,Davidson,TN,37204,DSP,T,SOC,Permanent,CMP,YRDS-40
6/2/2017,NULL,105,NASHVILLE,Davidson,TN,37215,DSP,T,SOC,Permanent,CMP,YRDS-40
6/2/2017,NULL,94.47,GERMANTOWN,Shelby,TN,38138,DSP,T,SOC,Permanent,CMP,YRDS-34
6/2/2017,NULL,87.15,BYRAM,Hinds,MS,39272,DSP,T,SOC,Permanent,CMP,YRDS-32
6/2/2017,NULL,87.15,FLOWOOD,Rankin,MS,39232,DSP,T,SOC,Permanent,CMP,YRDS-40
6/2/2017,NULL,108.72,FRANKLIN,Williamson,TN,37064,DSP,T,SOC,Permanent,CMP,YRDS-40
6/2/2017,NULL,84,FORT WAYNE,Allen,IN,46815,DSP,T,SOC,Permanent,CMP,YRDS-30
6/2/2017,NULL,114.48,KENDALLVILLE,Noble,IN,46755,DSP,T,SOC,Permanent,CMP,YRDS-30
6/2/2017,NULL,96,FISHERS,Hamilton,IN,46038,DSP,T,SOC,Permanent,CMP,YRDS-35
6/2/2017,NULL,92.64,INDIANAPOLIS,Marion,IN,46224,DSP,T,SOC,Permanent,CMP,YRDS-35
6/2/2017,NULL,92.64,INDIANAPOLIS,Marion,IN,46227,DSP,T,SOC,Permanent,CMP,YRDS-35
6/2/2017,NULL,141,STREATOR WEST,La Salle,IL,61364,DSP,T,SOC,Permanent,CMP,YRDS-34
6/2/2017,NULL,108,CRAWFORDSVILLE,Montgomery,IN,47933,DSP,T,SOC,Permanent,CMP,YRDS-30
6/2/2017,NULL,92.64,INDIANAPOLIS,Marion,IN,46219,DSP,T,SOC,Permanent,CMP,YRDS-35
6/2/2017,NULL,108.24,ROCHESTER,Fulton,IN,46975,DSP,T,SOC,Permanent,CMP,YRDS-35
6/2/2017,NULL,86.31,JEFFERSON,Jackson,GA,30549,DSP,T,SOC,Permanent,CMP,YRDS-34
6/2/2017,NULL,86.31,GAINESVILLE,Hall,GA,30506,DSP,T,SOC,Permanent,CMP,YRDS-34
6/2/2017,NULL,74.79,COLUMBIA,Richland,SC,29204,DSP,T,SOC,Permanent,CMP,YRDS-42
6/2/2017,NULL,103.68,DECHERD,Franklin,TN,37324,DSP,T,SOC,Permanent,CMP,YRDS-35
6/2/2017,NULL,58.74,KNOXVILLE,Knox,TN,37917,DSP,T,SOC,Permanent,CMP,YRDS-35
6/2/2017,NULL,96,MURFREESBORO,Rutherford,TN,37130,DSP,T,SOC,Permanent,CMP,YRDS-35
6/2/2017,NULL,58.74,SEYMOUR,Sevier,TN,37865,DSP,T,SOC,Permanent,CMP,YRDS-35
6/2/2017,NULL,108,HERMITAGE,Davidson,TN,37076,DSP,T,SOC,Permanent,CMP,YRDS-40
6/2/2017,NULL,130.11,MCMINNVILLE,Warren,TN,37110,DSP,T,SOC,Permanent,CMP,YRDS-40
6/2/2017,NULL,72.99,CLARKSVILLE,Montgomery,TN,37040,DSP,T,SOC,Permanent,CMP,YRDS-40
6/2/2017,NULL,105,NASHVILLE,Davidson,TN,37217,DSP,T,SOC,Permanent,CMP,YRDS-40
6/2/2017,NULL,108,SMYRNA,Rutherford,TN,37167,DSP,T,SOC,Permanent,CMP,YRDS-35
6/2/2017,NULL,108,SPRINGFIELD,Robertson,TN,37172,DSP,T,SOC,Permanent,CMP,YRDS-40
6/2/2017,NULL,108,NASHVILLE,Davidson,TN,37214,DSP,T,SOC,Permanent,CMP,YRDS-40
6/2/2017,NULL,116.64,SEVIERVILLE,Sevier,TN,37876,DSP,T,SOC,Permanent,CMP,YRDS-35
6/2/2017,NULL,96,MURFREESBORO,Rutherford,TN,37129,DSP,T,SOC,Permanent,CMP,YRDS-35
6/2/2017,NULL,58.74,KNOXVILLE,Knox,TN,37912,DSP,T,SOC,Permanent,CMP,YRDS-35
6/2/2017,NULL,143.34,COOKEVILLE,Putnam,TN,38501,DSP,T,SOC,Permanent,CMP,YRDS-40
6/2/2017,NULL,108,LEBANON,Wilson,TN,37087,DSP,T,SOC,Permanent,CMP,YRDS-40
6/2/2017,NULL,74.64,KNOXVILLE,Knox,TN,37918,DSP,T,SOC,Permanent,CMP,YRDS-34
6/2/2017,NULL,70.08,CLARKSVILLE,Montgomery,TN,37042,DSP,T,SOC,Permanent,CMP,YRDS-40
6/2/2017,NULL,58.74,KNOXVILLE,Knox,TN,37919,DSP,T,SOC,Permanent,CMP,YRDS-35
6/2/2017,NULL,58.74,ALCOA,Blount,TN,37701,DSP,T,SOC,Permanent,CMP,YRDS-35
6/2/2017,NULL,127.89,LAWRENCEBURG,Lawrence,TN,38464,DSP,T,SOC,Permanent,CMP,YRDS-34
6/2/2017,NULL,138,HENDERSONVILLE,Sumner,TN,37075,DSP,T,SOC,Permanent,CMP,YRDS-40
6/2/2017,NULL,57,GRAND BLANC,Genesee,MI,48439,DSP,T,SOC,Permanent,CMP,YRDS-34
6/2/2017,NULL,86.67,HOUSTON,Harris,TX,77077,DSP,T,SOC,Permanent,CMP,YRDS-30
6/2/2017,NULL,57,SOUTH LYON,Oakland,MI,48178,DSP,T,SOC,Permanent,CMP,YRDS-34
6/2/2017,NULL,59.85,EAST LANSING,Ingham,MI,48823,DSP,T,SOC,Permanent,CMP,YRDS-34
6/2/2017,NULL,63,LANSING,Eaton,MI,48917,DSP,T,SOC,Permanent,CMP,YRDS-34
6/2/2017,NULL,54.15,CANTON,Wayne,MI,48188,DSP,T,SOC,Permanent,CMP,YRDS-30
6/2/2017,NULL,57,MILFORD,Oakland,MI,48381,DSP,T,SOC,Permanent,CMP,YRDS-34
6/2/2017,NULL,57,HOWELL,Livingston,MI,48843,DSP,T,SOC,Permanent,CMP,YRDS-30
6/2/2017,NULL,57,WESTLAND,Wayne,MI,48185,DSP,T,SOC,Permanent,CMP,YRDS-30
6/2/2017,NULL,54.15,WESTLAND,Wayne,MI,48185,DSP,T,SOC,Permanent,CMP,YRDS-34
6/2/2017,NULL,54.15,WESTLAND,Wayne,MI,48186,DSP,T,SOC,Permanent,CMP,YRDS-34
6/2/2017,NULL,57,DEARBORN,Wayne,MI,48126,DSP,T,SOC,Permanent,CMP,YRDS-30
6/2/2017,NULL,57,NOVI,Oakland,MI,48374,DSP,T,SOC,Permanent,CMP,YRDS-34
6/2/2017,NULL,54.15,WALLED LAKE,Oakland,MI,48390,DSP,T,SOC,Permanent,CMP,YRDS-34
6/2/2017,NULL,54.15,WESTLAND,Wayne,MI,48186,DSP,T,SOC,Permanent,CMP,YRDS-30
6/2/2017,NULL,57,DEARBORN,Wayne,MI,48124,DSP,T,SOC,Permanent,CMP,YRDS-34
6/2/2017,NULL,54.15,NEW BALTIMORE,Macomb,MI,48047,DSP,T,SOC,Permanent,CMP,YRDS-34
6/2/2017,NULL,114.48,FORT WAYNE,Allen,IN,46806,DSP,T,SOC,Permanent,CMP,YRDS-35
6/2/2017,NULL,88.59,KINGWOOD,Harris,TX,77345,DSP,T,SOC,Permanent,CMP,YRDS-30
6/2/2017,NULL,88.59,HUMBLE,Harris,TX,77346,DSP,T,SOC,Permanent,CMP,YRDS-30
6/2/2017,NULL,86.67,HOUSTON,Harris,TX,77070,DSP,T,SOC,Permanent,CMP,YRDS-30
6/2/2017,NULL,86.67,HOUSTON,Harris,TX,77090,DSP,T,SOC,Permanent,CMP,YRDS-30
6/2/2017,NULL,88.59,HUMBLE,Harris,TX,77396,DSP,T,SOC,Permanent,CMP,YRDS-30
6/2/2017,NULL,88.59,ORANGE,Orange,TX,77630,DSP,T,SOC,Permanent,CMP,YRDS-30
6/2/2017,NULL,88.59,CONROE,Montgomery,TX,77301,DSP,T,SOC,Permanent,CMP,YRDS-30
6/2/2017,NULL,86.67,HOUSTON,Harris,TX,77079,DSP,T,SOC,Permanent,CMP,YRDS-30
6/2/2017,NULL,88.59,BAYTOWN,Harris,TX,77520,DSP,T,SOC,Permanent,CMP,YRDS-30
6/2/2017,NULL,86.67,HOUSTON,Harris,TX,77065,DSP,T,SOC,Permanent,CMP,YRDS-30
6/2/2017,NULL,88.59,HOUSTON,Harris,TX,77095,DSP,T,SOC,Permanent,CMP,YRDS-30
6/2/2017,NULL,86.67,HOUSTON,Harris,TX,77035,DSP,T,SOC,Permanent,CMP,YRDS-30
6/2/2017,NULL,86.67,HOUSTON,Harris,TX,77065,DSP,T,SOC,Permanent,CMP,YRDS-30
6/2/2017,NULL,88.59,KATY,Harris,TX,77450,DSP,T,SOC,Permanent,CMP,YRDS-30
6/2/2017,NULL,88.59,HOUSTON,Harris,TX,77019,DSP,T,SOC,Permanent,CMP,YRDS-30
6/2/2017,NULL,94.47,MEMPHIS,Shelby,TN,38122,DSP,T,SOC,Permanent,CMP,YRDS-34
6/2/2017,NULL,76.29,CABOT,Lonoke,AR,72023,DSP,T,SOC,Permanent,CMP,YRDS-34
6/2/2017,NULL,87.15,BRANDON,Rankin,MS,39047,DSP,T,SOC,Permanent,CMP,YRDS-35
6/2/2017,NULL,114,CORINTH,Alcorn,MS,38834,DSP,T,SOC,Permanent,CMP,YRDS-40
6/2/2017,NULL,85.38,MEMPHIS,Shelby,TN,38134,DSP,T,SOC,Permanent,CMP,YRDS-34
6/2/2017,NULL,78.75,HORN LAKE,De Soto,MS,38637,DSP,T,SOC,Permanent,CMP,YRDS-35
6/2/2017,NULL,87.15,FLOWOOD,Rankin,MS,39232,DSP,T,SOC,Permanent,CMP,YRDS-30
6/3/2017,NULL,94.97,HONOLULU,Honolulu,HI,96825,DSP,T,SOC,Permanent,CMP,YRDS-20
7/1/2017,NULL,92.7,MINEOLA,Nassau,NY,11501,DSP,T,SOC,Permanent,CMP,YRDS-20
7/1/2017,NULL,67,HOLTSVILLE,Suffolk,NY,11742,DSP,T,SOC,Permanent,CMP,YRDS-30
7/18/2017,NULL,91.07,HONOLULU,Honolulu,HI,96825,DSP,T,SOC,Permanent,OT,YRDS-30
9/1/2017,NULL,61.53,MONTGOMERY,Kendall,IL,60538,DSP,T,SOC,Permanent,OT,YRDS-30
9/4/2017,NULL,29.82,OMAHA,Douglas,NE,68164,DSP,T,SOC,Permanent,CMP,YRDS-35
9/4/2017,NULL,29.82,OMAHA,Douglas,NE,68127,DSP,T,SOC,Permanent,CMP,YRDS-35
10/2/2017,NULL,30,HASLET,Tarrant,TX,76052,DSP,T,SOC,Permanent,OT,YRDS-20
10/5/2017,NULL,35,PADUCAH,McCracken,KY,42003,DSP,T,SOC,Permanent,CMP,YRDS-30
10/12/2017,NULL,42.35,SHREVEPORT,Caddo,LA,71105,DSP,T,SOC,Permanent,CMP,YRDS-34
10/17/2017,NULL,30,HOUSTON,Harris,TX,77056,DSP,T,SOC,Permanent,CMP,YRDS-30
10/17/2017,NULL,53.59,GLEN ELLYN,Du Page,IL,60137,DSP,T,SOC,Permanent,CMP,YRDS-20
10/19/2017,NULL,78.75,HORN LAKE,De Soto,MS,38637,DSP,T,SOC,Permanent,CMP,YRDS-34
11/9/2017,NULL,40.13,MEMPHIS,Shelby,TN,38134,DSP,T,SOC,Permanent,CMP,YRDS-40
2/1/2018,NULL,66,CHARLESTON,Charleston,SC,29414,DSP,T,SOC,Permanent,CMP,YRDS-30
2/1/2018,NULL,75,HAYS,Ellis,KS,67601,DSP,T,SOC,Permanent,CMP,YRDS-35
2/1/2018,NULL,34.5,HOUSTON,Harris,TX,77019,DSP,T,SOC,Permanent,CMP,YRDS-42
2/2/2018,NULL,39,GREENWOOD,Johnson,IN,46142,DSP,T,SOC,Permanent,CMP,YRDS-42
2/2/2018,NULL,46,CORPUS CHRISTI,Nueces,TX,78412,DSP,T,SOC,Permanent,CMP,YRDS-40
2/3/2018,NULL,43,MORRISVILLE,Wake,NC,27560,DSP,T,SOC,Temporary,OT,YRDS-40
3/17/2018,NULL,78.39,FRIENDSWOOD,Galveston,TX,77546,DSP,T,SOC,Permanent,CMP,YRDS-30
3/17/2018,NULL,88.59,HOUSTON,Harris,TX,77005,DSP,T,SOC,Permanent,CMP,YRDS-30
3/17/2018,NULL,88.59,MAGNOLIA,Montgomery,TX,77354,DSP,T,SOC,Permanent,CMP,YRDS-30
3/17/2018,NULL,88.59,HOUSTON,Harris,TX,77015,DSP,T,SOC,Permanent,CMP,YRDS-30
3/17/2018,NULL,93.75,GALVESTON,Galveston,TX,77551,DSP,T,SOC,Permanent,CMP,YRDS-30
3/17/2018,NULL,86.67,HOUSTON,Harris,TX,77041,DSP,T,SOC,Permanent,CMP,YRDS-30
3/17/2018,NULL,88.59,KATY,Fort Bend,TX,77494,DSP,T,SOC,Permanent,CMP,YRDS-30
3/17/2018,NULL,88.59,KATY,Harris,TX,77449,DSP,T,SOC,Permanent,CMP,YRDS-30
4/1/2018,NULL,38,REPUBLIC,Greene,MO,65738,DSP,T,SOC,Permanent,CMP,YRDS-30
5/1/2018,NULL,59.16,ROCKFORD,Winnebago,IL,61104,DSP,T,SOC,Permanent,CMP,YRDS-42
5/2/2018,NULL,36,MEMPHIS,Shelby,TN,38116,DSP,T,SOC,Permanent,OT,YRDS-30
5/16/2018,NULL,40.25,BAYAMON,Bayamon,PR,956,DSP,T,SOC,Permanent,OT,YRDS-20
6/7/2018,NULL,42,NOVI,Oakland,MI,48377,DSP,T,SOC,Permanent,CMP,YRDS-42
6/11/2018,NULL,35,ROCK ISLAND,Rock Island,IL,61201,DSP,T,SOC,Temporary,OT,YRDS-30
6/12/2018,NULL,101.55,MYRTLE BEACH,Horry,SC,29572,DSP,T,SOC,Permanent,CMP,YRDS-34
6/12/2018,NULL,179.37,SAN DIEGO,San Diego,CA,92122,DSP,T,SOC,Permanent,CMP,YRDS-30
7/1/2018,NULL,107.58,TOPEKA,Shawnee,KS,66618,DSP,T,SOC,Permanent,CMP,YRDS-32
7/1/2018,NULL,154.5,MANHATTAN,Riley,KS,66502,DSP,T,SOC,Permanent,CMP,YRDS-35
7/1/2018,NULL,115.89,BRIGHAM CITY,Box Elder,UT,84302,DSP,T,SOC,Permanent,CMP,YRDS-30
7/1/2018,NULL,92.7,WEST JORDAN,Salt Lake,UT,84084,DSP,T,SOC,Permanent,CMP,YRDS-40
7/1/2018,NULL,116.52,FORT MOHAVE,Mohave,AZ,86426,DSP,T,SOC,Permanent,CMP,YRDS-40
7/1/2018,NULL,107.58,TOPEKA,Shawnee,KS,66614,DSP,T,SOC,Permanent,CMP,YRDS-34
7/1/2018,NULL,92.7,EVERGREEN,Jefferson,CO,80439,DSP,T,SOC,Permanent,CMP,YRDS-30
7/1/2018,NULL,89.37,FORT WORTH,Tarrant,TX,76177,DSP,T,SOC,Permanent,CMP,YRDS-30
7/1/2018,NULL,55.62,DENVER,Jefferson,CO,80227,DSP,T,SOC,Permanent,CMP,YRDS-20
7/1/2018,NULL,92.7,LITTLETON,Arapahoe,CO,80120,DSP,T,SOC,Permanent,CMP,YRDS-35
7/1/2018,NULL,92.7,BRIGHTON,Adams,CO,80601,DSP,T,SOC,Permanent,CMP,YRDS-35
7/1/2018,NULL,97.29,MEMPHIS,Shelby,TN,38119,DSP,T,SOC,Permanent,CMP,YRDS-34
7/1/2018,NULL,87.93,CORDOVA,Shelby,TN,38018,DSP,T,SOC,Permanent,CMP,YRDS-34
7/1/2018,NULL,58.41,TOLEDO,Lucas,OH,43612,DSP,T,SOC,Permanent,CMP,YRDS-30
7/1/2018,NULL,118.86,COLUMBUS,Franklin,OH,43215,DSP,T,SOC,Permanent,CMP,YRDS-30
7/1/2018,NULL,102.18,MARION,Marion,OH,43302,DSP,T,SOC,Permanent,CMP,YRDS-35
