StartEffDate,EndEffDate,Cost,City,County,State,Zip,Svc Type,Mat,Sched,TempOrPerm,Container,Size
3/1/2021,6/30/2021,50.72,SENECA,Oconee,SC,29678,DSP,T,SOC,Permanent,CMP,YRDS-40
3/1/2021,6/30/2021,48.65,BILOXI,Harrison,MS,39531,DSP,T,SOC,Permanent,CMP,YRDS-40
3/1/2021,6/30/2021,33.12,FLOWOOD,Rankin,MS,39232,DSP,T,SOC,Permanent,CMP,YRDS-40
3/1/2021,6/30/2021,40.37,AIKEN,Aiken,SC,29803,DSP,T,SOC,Permanent,CMP,YRDS-40
3/1/2021,6/30/2021,48.65,GAUTIER,Jackson,MS,39553,DSP,T,SOC,Permanent,CMP,YRDS-40
3/1/2021,6/30/2021,31.48,COLUMBIA,Richland,SC,29229,DSP,T,SOC,Permanent,CMP,YRDS-40
3/1/2021,8/31/2021,24.84,MARYVILLE,Blount,TN,37801,DSP,T,SOC,Permanent,CMP,YRDS-40
3/1/2021,6/30/2021,30.92,JACKSONVILLE,Duval,FL,32225,DSP,T,SOC,Permanent,CMP,YRDS-40
3/1/2021,6/30/2021,59.5,ORANGE PARK,Clay,FL,32073,DSP,T,SOC,Permanent,CMP,YRDS-40
3/1/2021,NULL,82.8,WESTMINSTER,Carroll,MD,21157,DSP,T,SOC,Permanent,CMP,YRDS-40
3/1/2021,NULL,67.28,ROANOKE,Roanoke City,VA,24012,DSP,T,SOC,Permanent,CMP,YRDS-40
3/1/2021,NULL,38.02,ELIZABETHTOWN,Hardin,KY,42701,DSP,T,SOC,Permanent,CMP,YRDS-40
3/1/2021,NULL,47.61,MURFREESBORO,Rutherford,TN,37129,DSP,T,SOC,Permanent,CMP,YRDS-40
3/1/2021,NULL,41.4,CLERMONT,Lake,FL,34711,DSP,T,SOC,Permanent,CMP,YRDS-40
3/1/2021,NULL,36.33,DECATUR,Morgan,AL,35601,DSP,T,SOC,Permanent,CMP,YRDS-40
3/1/2021,NULL,56.51,KINGSPORT,Sullivan,TN,37664,DSP,T,SOC,Permanent,CMP,YRDS-40
3/1/2021,NULL,44.77,FREDERICKSBURG,Spotsylvania,VA,22407,DSP,T,SOC,Permanent,CMP,YRDS-40
3/1/2021,NULL,28.98,GULFPORT,Harrison,MS,39503,DSP,T,SOC,Permanent,CMP,YRDS-40
3/1/2021,NULL,38.69,AUBURN,Lee,AL,36830,DSP,T,SOC,Permanent,CMP,YRDS-40
3/1/2021,NULL,24.84,SEVIERVILLE,Sevier,TN,37862,DSP,T,SOC,Permanent,CMP,YRDS-40
3/1/2021,NULL,34.98,BIRMINGHAM,Jefferson,AL,35244,DSP,T,SOC,Permanent,CMP,YRDS-40
3/1/2021,NULL,58.56,CLARKSVILLE,Montgomery,TN,37040,DSP,T,SOC,Permanent,CMP,YRDS-40
3/1/2021,NULL,59,CHRISTIANSBURG,Montgomery,VA,24073,DSP,T,SOC,Permanent,CMP,YRDS-40
3/1/2021,NULL,67.28,ROANOKE,Roanoke,VA,24018,DSP,T,SOC,Permanent,CMP,YRDS-40
3/1/2021,NULL,54.79,STAUNTON,Staunton City,VA,24401,DSP,T,SOC,Permanent,CMP,YRDS-40
3/1/2021,NULL,76.69,HUNTSVILLE,Madison,AL,35806,DSP,T,SOC,Permanent,CMP,YRDS-40
3/1/2021,NULL,49.66,JASPER,Walker,AL,35501,DSP,T,SOC,Permanent,CMP,YRDS-40
3/1/2021,NULL,36.33,HUNTSVILLE,Madison,AL,35801,DSP,T,SOC,Permanent,CMP,YRDS-40
3/1/2021,NULL,65.44,PRATTVILLE,Autauga,AL,36066,DSP,T,SOC,Permanent,CMP,YRDS-40
3/2/2021,3/5/2021,170,LEESBURG,Loudoun,VA,20176,H,T,OC,Temporary,OT,YRDS-30
3/2/2021,3/8/2021,195,TULSA,Tulsa,OK,74145,H,T,OC,Temporary,OT,YRDS-30
3/2/2021,3/15/2021,185,MIDWEST CITY,Oklahoma,OK,73110,H,T,OC,Temporary,OT,YRDS-30
3/2/2021,3/9/2021,238,FREDERICK,Frederick,MD,21701,H,T,OC,Temporary,OT,YRDS-30
3/2/2021,3/5/2021,197.41,CLARKSTON,De Kalb,GA,30021,H,T,OC,Temporary,OT,YRDS-30
3/2/2021,3/16/2021,310.12,KNOXVILLE,Knox,TN,37912,H,T,OC,Temporary,OT,YRDS-30
3/2/2021,3/16/2021,105.72,GLENDALE,Maricopa,AZ,85305,H,T,OC,Temporary,OT,YRDS-30
3/2/2021,3/8/2021,300,EAST MEADOW,Nassau,NY,11554,H,T,OC,Temporary,OT,YRDS-30
3/2/2021,3/9/2021,280,ALBION,Boone,NE,68620,H,T,OC,Temporary,OT,YRDS-30
3/2/2021,3/18/2021,436.11,RICHBURG,Chester,SC,29729,H,T,OC,Temporary,OT,YRDS-30
3/2/2021,3/24/2021,204,ASHLAND,Hanover,VA,23005,H,T,OC,Temporary,OT,YRDS-30
3/2/2021,3/16/2021,330,ALPHARETTA,Fulton,GA,30009,H,T,OC,Temporary,OT,YRDS-30
3/2/2021,3/15/2021,366.74,WHITE LAKE,Oakland,MI,48386,H,T,OC,Temporary,OT,YRDS-30
3/2/2021,3/8/2021,135.66,Harrisburg,Dauphin,PA,17109,H,T,OC,Temporary,OT,YRDS-30
3/2/2021,3/3/2021,660.04,LONGVIEW,Gregg,TX,75602,H,T,OC,Temporary,OT,YRDS-30
3/2/2021,3/3/2021,660.04,LONGVIEW,Gregg,TX,75602,H,T,OC,Temporary,OT,YRDS-30
3/2/2021,3/3/2021,660.04,LONGVIEW,Gregg,TX,75602,H,T,OC,Temporary,OT,YRDS-30
3/2/2021,3/3/2021,660.04,LONGVIEW,Gregg,TX,75602,H,T,OC,Temporary,OT,YRDS-30
3/2/2021,3/5/2021,520,BROOKFIELD,Waukesha,WI,53005,H,T,OC,Temporary,OT,YRDS-30
3/2/2021,3/8/2021,300,HICKSVILLE,Nassau,NY,11801,H,T,OC,Temporary,OT,YRDS-30
3/2/2021,3/11/2021,275,GLENDALE,Queens,NY,11385,H,T,OC,Temporary,OT,YRDS-30
3/2/2021,3/8/2021,278.57,BIRMINGHAM,Shelby,AL,35242,H,T,OC,Temporary,OT,YRDS-30
3/2/2021,3/11/2021,125,CHRISTIANSBURG,Montgomery,VA,24073,H,T,OC,Temporary,OT,YRDS-30
3/2/2021,3/11/2021,483.75,MOBILE,Mobile,AL,36609,H,T,OC,Temporary,OT,YRDS-30
3/2/2021,3/10/2021,360.74,STERLING HEIGHTS,Macomb,MI,48312,H,T,OC,Temporary,OT,YRDS-30
3/2/2021,9/30/2021,33,SPRING HILL,Johnson,KS,66083,DSP,WD,SOC,Temporary,OT,YRDS-40
3/2/2021,NULL,27.51,HENDERSON,Adams,CO,80640,DSP,T,SOC,Permanent,CMP,YRDS-40
3/2/2021,5/31/2021,36.07,CINCINNATI,Hamilton,OH,45215,DSP,T,SOC,Permanent,CMP,YRDS-35
3/2/2021,NULL,58.8,THEODORE,Mobile,AL,36582,DSP,T,SOC,Permanent,OT,YRDS-40
3/2/2021,4/22/2021,139.5,KENNESAW,Cobb,GA,30152,DSP,T,SOC,Temporary,OT,YRDS-30
3/2/2021,8/31/2021,222.27,NEW HOLLAND,Lancaster,PA,17557,DSP,T,SOC,Permanent,CMP,YRDS-40
3/2/2021,NULL,154.5,ATLANTA,Fulton,GA,30336,DSP,T,SOC,Permanent,OT,YRDS-30
3/2/2021,4/8/2021,154.5,AUSTELL,Cobb,GA,30168,DSP,T,SOC,Permanent,OT,YRDS-40
3/2/2021,NULL,229.14,SHREWSBURY,Worcester,MA,1545,DSP,T,SOC,Permanent,OT,YRDS-30
3/2/2021,NULL,96,LIVERPOOL,Onondaga,NY,13088,DSP,T,SOC,Permanent,CMP,YRDS-35
3/3/2021,3/8/2021,442.46,MOBILE,Mobile,AL,36608,H,T,OC,Temporary,OT,YRDS-30
3/3/2021,3/8/2021,220,BENTON,Saline,AR,72015,H,T,OC,Temporary,OT,YRDS-30
3/3/2021,3/8/2021,164,CHARLESTON,Kanawha,WV,25304,H,T,OC,Temporary,OT,YRDS-30
3/3/2021,3/20/2021,367.49,GRAND RAPIDS,Kent,MI,49544,H,T,OC,Temporary,OT,YRDS-30
3/3/2021,3/8/2021,300.34,KANSAS CITY,Wyandotte,KS,66102,H,T,OC,Temporary,OT,YRDS-30
3/3/2021,3/23/2021,263,MABLETON,Cobb,GA,30126,H,T,OC,Temporary,OT,YRDS-30
3/3/2021,3/17/2021,133.91,ENGLEWOOD,Arapahoe,CO,80112,H,T,OC,Temporary,OT,YRDS-30
3/3/2021,3/8/2021,254,LAGRANGE,Troup,GA,30240,H,T,OC,Temporary,OT,YRDS-30
3/3/2021,3/8/2021,198.45,NEW BERN,Craven,NC,28562,H,T,OC,Temporary,OT,YRDS-30
3/3/2021,3/12/2021,350,BARTLESVILLE,Washington,OK,74006,H,T,OC,Temporary,OT,YRDS-30
3/3/2021,3/10/2021,495,ELYRIA,Lorain,OH,44035,H,T,OC,Temporary,OT,YRDS-30
3/3/2021,3/5/2021,265,WILLOW SPRINGS,Cook,IL,60480,H,T,OC,Temporary,OT,YRDS-30
3/3/2021,3/9/2021,196.1,AURORA,Arapahoe,CO,80012,H,T,OC,Temporary,OT,YRDS-30
3/3/2021,3/31/2021,323.73,MILLINGTON,Shelby,TN,38053,H,T,OC,Temporary,OT,YRDS-30
3/3/2021,3/11/2021,185,CHARLOTTE,Mecklenburg,NC,28213,H,T,OC,Temporary,OT,YRDS-30
3/3/2021,3/19/2021,245,PHILADELPHIA,Philadelphia,PA,19134,H,T,OC,Temporary,OT,YRDS-30
3/3/2021,3/11/2021,397.28,UTICA,Macomb,MI,48316,H,T,OC,Temporary,OT,YRDS-30
3/3/2021,3/11/2021,254.13,KNOXVILLE,Knox,TN,37917,H,T,OC,Temporary,OT,YRDS-30
3/3/2021,NULL,150.5,JOLIET,Will,IL,60433,DSP,C&D,SOC,Temporary,OT,YRDS-20
3/3/2021,NULL,233.46,HOLLY HILL,Orangeburg,SC,29059,DSP,C&D,SOC,Permanent,OT,YRDS-30
3/3/2021,4/30/2021,36.5,ROBARDS,Henderson,KY,42452,DSP,T,SOC,Permanent,OT,YRDS-30
3/3/2021,NULL,59.89,FRANKLIN,Williamson,TN,37067,DSP,T,SOC,Permanent,CMP,YRDS-42
3/4/2021,3/9/2021,127.19,CHICAGO,Cook,IL,60647,H,T,OC,Temporary,OT,YRDS-30
3/4/2021,3/9/2021,390.77,SHELBYVILLE,Bedford,TN,37160,H,T,OC,Temporary,OT,YRDS-30
3/4/2021,3/18/2021,345.36,STRONGSVILLE,Cuyahoga,OH,44136,H,T,OC,Temporary,OT,YRDS-30
3/4/2021,3/9/2021,250,CHARLESTON,Charleston,SC,29407,H,T,OC,Temporary,OT,YRDS-30
3/4/2021,3/22/2021,127.18,PUYALLUP,Pierce,WA,98374,H,T,OC,Temporary,OT,YRDS-30
3/4/2021,3/22/2021,881.72,CINCINNATI,Clermont,OH,45245,H,T,OC,Temporary,OT,YRDS-30
3/4/2021,3/22/2021,225,DAYVILLE,Windham,CT,6241,H,T,OC,Temporary,OT,YRDS-30
3/4/2021,3/9/2021,275,OAKS,Montgomery,PA,19456,H,T,OC,Temporary,OT,YRDS-30
3/4/2021,3/12/2021,450,HOUSTON,Harris,TX,77071,H,T,OC,Temporary,OT,YRDS-30
3/4/2021,3/15/2021,275,WHITESTONE,Queens,NY,11357,H,T,OC,Temporary,OT,YRDS-30
3/4/2021,3/15/2021,359.75,NORTH JACKSON,Mahoning,OH,44451,H,T,OC,Temporary,OT,YRDS-30
3/4/2021,3/12/2021,247,LEXINGTON,Davidson,NC,27295,H,T,OC,Temporary,OT,YRDS-30
3/4/2021,3/22/2021,362.66,YORKTOWN HEIGHTS,Westchester,NY,10598,H,T,OC,Temporary,OT,YRDS-30
3/4/2021,3/10/2021,230,KANSAS CITY,Jackson,MO,64145,H,T,OC,Temporary,OT,YRDS-30
3/4/2021,3/24/2021,314.48,COLUMBUS,Franklin,OH,43232,H,T,OC,Temporary,OT,YRDS-30
3/4/2021,3/5/2021,324.74,CLINTON TOWNSHIP,Macomb,MI,48035,H,T,OC,Temporary,OT,YRDS-30
3/4/2021,3/26/2021,230,LAGRANGE,Troup,GA,30241,H,T,OC,Temporary,OT,YRDS-30
3/4/2021,3/9/2021,400,LEXINGTON,Lexington,SC,29072,H,T,OC,Temporary,OT,YRDS-30
3/4/2021,3/6/2021,315,SAINT LOUIS,Saint Louis,MO,63127,H,T,OC,Temporary,OT,YRDS-30
3/4/2021,3/10/2021,237.16,MONUMENT,El Paso,CO,80132,H,T,OC,Temporary,OT,YRDS-30
3/4/2021,3/10/2021,135.61,SAINT LOUIS,Saint Louis,MO,63125,H,T,OC,Temporary,OT,YRDS-30
3/4/2021,3/19/2021,401.57,PRINCETON,Mercer,NJ,8540,H,T,OC,Temporary,OT,YRDS-30
3/4/2021,3/5/2021,187.13,HOBBS,Lea,NM,88240,H,T,OC,Temporary,OT,YRDS-30
3/4/2021,3/9/2021,247.84,ALLENTOWN,Lehigh,PA,18106,H,T,OC,Temporary,OT,YRDS-30
3/4/2021,3/10/2021,405.54,GIBSONTON,Hillsborough,FL,33534,H,T,OC,Temporary,OT,YRDS-30
3/4/2021,7/31/2021,81.77,BELTSVILLE,Prince Georges,MD,20705,DSP,C&D,SOC,Permanent,OT,YRDS-20
3/4/2021,8/9/2021,23,COLUMBIA,Richland,SC,29201,DSP,C&D,SOC,Temporary,OT,YRDS-30
3/4/2021,8/9/2021,30.5,COLUMBIA,Richland,SC,29201,DSP,C&D,SOC,Temporary,OT,YRDS-30
3/4/2021,6/21/2021,23,COLUMBIA,Richland,SC,29201,DSP,C&D,SOC,Temporary,OT,YRDS-30
3/4/2021,NULL,30,TEMPE,Maricopa,AZ,85281,DSP,T,SOC,Permanent,OT,YRDS-40
3/4/2021,NULL,103,TAUNTON,Bristol,MA,2780,DSP,T,SOC,Permanent,OT,YRDS-30
3/4/2021,5/31/2021,74.8,PHILADELPHIA,Philadelphia,PA,19102,DSP,T,SOC,Permanent,CMP,YRDS-20
3/4/2021,3/23/2021,139.98,LAWRENCEVILLE,Gwinnett,GA,30044,DSP,T,SOC,Temporary,OT,YRDS-30
3/4/2021,3/5/2021,132.84,CLINTON,Anderson,TN,37716,DSP,T,SOC,Temporary,OT,YRDS-30
3/4/2021,4/23/2021,129,ALGONAC,Saint Clair,MI,48001,DSP,T,SOC,Permanent,OT,YRDS-30
3/4/2021,4/14/2021,51.56,CLINTON,Anderson,TN,37716,DSP,T,SOC,Permanent,OT,YRDS-30
3/5/2021,3/17/2021,275,BURNSVILLE,Dakota,MN,55337,H,T,OC,Temporary,OT,YRDS-30
3/5/2021,3/10/2021,487.55,FORT WAYNE,Allen,IN,46805,H,T,OC,Temporary,OT,YRDS-30
3/5/2021,3/12/2021,127.19,CHICAGO,Cook,IL,60647,H,T,OC,Temporary,OT,YRDS-30
3/5/2021,3/25/2021,225,LOUISVILLE,Jefferson,KY,40217,H,T,OC,Temporary,OT,YRDS-30
3/5/2021,3/10/2021,505.63,LYNN,Essex,MA,1904,H,T,OC,Temporary,OT,YRDS-30
3/5/2021,3/10/2021,250,LOUISVILLE,Jefferson,KY,40212,H,T,OC,Temporary,OT,YRDS-30
3/5/2021,3/10/2021,184,MARTINSBURG,Berkeley,WV,25403,H,T,OC,Temporary,OT,YRDS-30
3/5/2021,3/16/2021,125.49,COLORADO SPRINGS,El Paso,CO,80906,H,T,OC,Temporary,OT,YRDS-30
3/5/2021,3/10/2021,157.5,SAINT LOUIS,Saint Louis,MO,63123,H,T,OC,Temporary,OT,YRDS-30
3/5/2021,3/10/2021,433.53,ANDERSON,Madison,IN,46012,H,T,OC,Temporary,OT,YRDS-30
3/5/2021,3/10/2021,191.25,UNION,Franklin,MO,63084,H,T,OC,Temporary,OT,YRDS-30
3/5/2021,3/11/2021,240,MALVERN,Hot Spring,AR,72104,H,T,OC,Temporary,OT,YRDS-30
3/5/2021,3/11/2021,648.94,SPANISH FORT,Baldwin,AL,36527,H,T,OC,Temporary,OT,YRDS-30
3/5/2021,3/19/2021,144.56,MESA,Maricopa,AZ,85206,H,T,OC,Temporary,OT,YRDS-30
3/5/2021,3/12/2021,200,LOUISVILLE,Jefferson,KY,40218,H,T,OC,Temporary,OT,YRDS-30
3/5/2021,3/10/2021,265.42,JEFFERSONVILLE,Clark,IN,47130,H,T,OC,Temporary,OT,YRDS-30
3/5/2021,3/16/2021,300,SAN JOSE,Santa Clara,CA,95128,H,T,OC,Temporary,OT,YRDS-30
3/5/2021,3/19/2021,225,WILLIAMSBURG,James City,VA,23185,H,T,OC,Temporary,OT,YRDS-30
3/5/2021,3/9/2021,397,LEBANON,Laclede,MO,65536,H,T,OC,Temporary,OT,YRDS-30
3/5/2021,3/10/2021,621.2,OZARK,Christian,MO,65721,H,T,OC,Temporary,OT,YRDS-30
3/5/2021,3/9/2021,295,SEDALIA,Pettis,MO,65301,H,T,OC,Temporary,OT,YRDS-30
3/5/2021,3/11/2021,250,LEXINGTON,Fayette,KY,40503,H,T,OC,Temporary,OT,YRDS-30
3/5/2021,3/16/2021,381.29,ALLENTOWN,Lehigh,PA,18103,H,T,OC,Temporary,OT,YRDS-30
3/5/2021,3/8/2021,345.88,BARTLESVILLE,Washington,OK,74006,H,T,OC,Temporary,OT,YRDS-30
3/5/2021,3/9/2021,458,CHAPEL HILL,Orange,NC,27514,H,T,OC,Temporary,OT,YRDS-30
3/5/2021,3/10/2021,232,SOUTHERN PINES,Moore,NC,28387,H,T,OC,Temporary,OT,YRDS-30
3/5/2021,3/9/2021,254,ALTON,Madison,IL,62002,H,T,OC,Temporary,OT,YRDS-30
3/5/2021,3/9/2021,493.65,JACKSONVILLE,Duval,FL,32223,H,T,OC,Temporary,OT,YRDS-30
3/5/2021,3/24/2021,388.12,PERRYSBURG,Wood,OH,43551,H,T,OC,Temporary,OT,YRDS-30
3/5/2021,3/9/2021,462,FORT MILL,York,SC,29708,H,T,OC,Temporary,OT,YRDS-30
3/5/2021,3/8/2021,128.1,TULSA,Tulsa,OK,74132,H,T,OC,Temporary,OT,YRDS-30
3/5/2021,3/11/2021,128.1,TULSA,Tulsa,OK,74132,H,T,OC,Temporary,OT,YRDS-30
3/5/2021,3/12/2021,397,LA PORTE,Harris,TX,77571,H,T,OC,Temporary,OT,YRDS-30
3/5/2021,3/9/2021,450,BETHLEHEM,Northampton,PA,18020,H,T,OC,Temporary,OT,YRDS-30
3/5/2021,3/10/2021,199.56,PUEBLO,Pueblo,CO,81008,H,T,OC,Temporary,OT,YRDS-30
3/5/2021,3/30/2021,339.74,HARPER WOODS,Wayne,MI,48225,H,T,OC,Temporary,OT,YRDS-30
3/5/2021,3/11/2021,359.46,SUWANEE,Gwinnett,GA,30024,H,T,OC,Temporary,OT,YRDS-30
3/5/2021,3/10/2021,187.13,JAL,Lea,NM,88252,H,T,OC,Temporary,OT,YRDS-30
3/5/2021,5/31/2021,394.65,HONOLULU,Honolulu,HI,96817,DSP,C&D,SOC,Permanent,OT,YRDS-40
3/5/2021,3/22/2021,48,DAVENPORT,Polk,FL,33897,DSP,C&D,SOC,Temporary,OT,YRDS-30
3/5/2021,3/16/2021,69,PHOENIX,Maricopa,AZ,85020,DSP,T,SOC,Seasonal,OT,YRDS-40
3/5/2021,5/27/2021,120,LOUISVILLE,Jefferson,KY,40220,DSP,T,SOC,Temporary,OT,YRDS-30
3/5/2021,3/12/2021,65,PANAMA CITY BEACH,Bay,FL,32413,DSP,T,SOC,Temporary,OT,YRDS-30
3/5/2021,NULL,41,PAULS VALLEY,Garvin,OK,73075,DSP,T,SOC,Permanent,CMP,YRDS-34
3/5/2021,NULL,41,PAULS VALLEY,Garvin,OK,73075,DSP,T,SOC,Permanent,CMP,YRDS-34
3/5/2021,NULL,41,PAULS VALLEY,Garvin,OK,73075,DSP,T,SOC,Permanent,CMP,YRDS-34
3/5/2021,NULL,50,ORLANDO,Orange,FL,32809,DSP,T,SOC,Temporary,OT,YRDS-30
3/5/2021,3/5/2021,53.1,CLINTON,Anderson,TN,37716,DSP,T,SOC,Permanent,OT,YRDS-40
3/5/2021,NULL,168.82,RALEIGH,Wake,NC,27614,DSP,T,SOC,Permanent,CMP,YRDS-34
3/5/2021,5/31/2021,136.48,FALL RIVER,Bristol,MA,2720,DSP,T,SOC,Permanent,CMP,YRDS-42
3/5/2021,5/31/2021,128.32,FALL RIVER,Bristol,MA,2720,DSP,T,SOC,Permanent,CMP,YRDS-42
3/6/2021,3/17/2021,166.61,GRANTS,Cibola,NM,87020,H,T,OC,Temporary,OT,YRDS-30
3/6/2021,3/24/2021,400,NORTH LAS VEGAS,Clark,NV,89030,H,T,OC,Temporary,OT,YRDS-30
3/6/2021,3/12/2021,186.56,CHICAGO,Cook,IL,60632,H,T,OC,Temporary,OT,YRDS-30
3/6/2021,3/9/2021,110,COLUMBIA,Richland,SC,29201,DSP,C&D,SOC,Temporary,OT,YRDS-30
3/6/2021,4/7/2021,30,INDIANAPOLIS,Marion,IN,46241,DSP,T,SOC,Permanent,CMP,YRDS-40
3/6/2021,NULL,35,AUSTIN,Travis,TX,78735,DSP,T,SOC,Permanent,CMP,YRDS-34
3/8/2021,3/11/2021,122.54,MACOMB,McDonough,IL,61455,H,T,OC,Temporary,OT,YRDS-30
3/8/2021,3/11/2021,360,ROCKFORD,Winnebago,IL,61103,H,T,OC,Temporary,OT,YRDS-30
3/8/2021,3/12/2021,619.44,NEW ORLEANS,Orleans,LA,70128,H,T,OC,Temporary,OT,YRDS-30
3/8/2021,3/12/2021,619.44,NEW ORLEANS,Orleans,LA,70128,H,T,OC,Temporary,OT,YRDS-30
3/8/2021,3/15/2021,358.09,CLEARWATER,Pinellas,FL,33761,H,T,OC,Temporary,OT,YRDS-30
3/8/2021,3/23/2021,371.4,POUGHKEEPSIE,Dutchess,NY,12601,H,T,OC,Temporary,OT,YRDS-30
3/8/2021,3/22/2021,166.33,SOUTH PORTLAND,Cumberland,ME,4106,H,T,OC,Temporary,OT,YRDS-30
3/8/2021,3/12/2021,136.7,KILLEEN,Bell,TX,76542,H,T,OC,Temporary,OT,YRDS-30
3/8/2021,3/22/2021,395,TRENTON,Wayne,MI,48183,H,T,OC,Temporary,OT,YRDS-30
3/8/2021,3/24/2021,225,CARBONDALE,Jackson,IL,62901,H,T,OC,Temporary,OT,YRDS-30
3/8/2021,3/12/2021,293.73,TILTON,Belknap,NH,3276,H,T,OC,Temporary,OT,YRDS-30
3/8/2021,3/15/2021,295.06,ALEXANDRIA,Alexandria City,VA,22314,H,T,OC,Temporary,OT,YRDS-30
3/8/2021,3/11/2021,560,NORTH MYRTLE BEACH,Horry,SC,29582,H,T,OC,Temporary,OT,YRDS-30
3/8/2021,3/9/2021,365,DALLAS,Paulding,GA,30157,H,T,OC,Temporary,OT,YRDS-30
3/8/2021,3/11/2021,205,LADSON,Berkeley,SC,29456,H,T,OC,Temporary,OT,YRDS-30
3/8/2021,3/24/2021,255,PHILADELPHIA,Philadelphia,PA,19116,H,T,OC,Temporary,OT,YRDS-30
3/8/2021,3/16/2021,197.8,TULSA,Tulsa,OK,74112,H,T,OC,Temporary,OT,YRDS-30
3/8/2021,NULL,48.49,BOLINGBROOK,Will,IL,60440,DSP,WD,SOC,Permanent,CMP,YRDS-35
3/8/2021,NULL,35,LOS LUNAS,Valencia,NM,87031,DSP,T,SOC,Permanent,OT,YRDS-30
3/8/2021,NULL,35,LOS LUNAS,Valencia,NM,87031,DSP,T,SOC,Permanent,OT,YRDS-30
3/8/2021,NULL,35,LOS LUNAS,Valencia,NM,87031,DSP,T,SOC,Permanent,CMP,YRDS-30
3/8/2021,NULL,35,LOS LUNAS,Valencia,NM,87031,DSP,T,SOC,Permanent,CMP,YRDS-30
3/8/2021,NULL,35,LOS LUNAS,Valencia,NM,87031,DSP,T,SOC,Permanent,CMP,YRDS-30
3/8/2021,NULL,25,LOUISVILLE,Jefferson,KY,40299,DSP,T,SOC,Permanent,CMP,YRDS-30
3/8/2021,8/31/2021,86.43,DALLAS,Dallas,TX,75237,DSP,T,SOC,Permanent,CMP,YRDS-35
3/8/2021,NULL,112.38,AUSTIN,Travis,TX,78750,DSP,T,SOC,Permanent,OT,YRDS-20
3/9/2021,3/12/2021,424.88,SIOUX CITY,Woodbury,IA,51105,H,T,OC,Temporary,OT,YRDS-30
3/9/2021,3/12/2021,222.87,LOUISVILLE,Jefferson,KY,40242,H,T,OC,Temporary,OT,YRDS-30
3/9/2021,3/26/2021,100.39,COLORADO SPRINGS,El Paso,CO,80910,H,T,OC,Temporary,OT,YRDS-30
3/9/2021,3/17/2021,108.38,SAINT LOUIS,Saint Louis City,MO,63120,H,T,OC,Temporary,OT,YRDS-30
3/9/2021,3/12/2021,566,SAVANNAH,Chatham,GA,31410,H,T,OC,Temporary,OT,YRDS-30
3/9/2021,3/11/2021,271,CHARLOTTE,Mecklenburg,NC,28214,H,T,OC,Temporary,OT,YRDS-30
3/9/2021,3/23/2021,448.84,LITTLE ROCK,Pulaski,AR,72211,H,T,OC,Temporary,OT,YRDS-30
3/9/2021,3/23/2021,140.97,LOUISVILLE,Jefferson,KY,40207,H,T,OC,Temporary,OT,YRDS-30
3/9/2021,3/11/2021,325,MOORE,Cleveland,OK,73160,H,T,OC,Temporary,OT,YRDS-30
3/9/2021,3/12/2021,400,TYLER,Smith,TX,75704,H,T,OC,Temporary,OT,YRDS-30
3/9/2021,3/15/2021,400,BAY MINETTE,Baldwin,AL,36507,H,T,OC,Temporary,OT,YRDS-30
3/9/2021,3/15/2021,275,EAST MOLINE,Rock Island,IL,61244,H,T,OC,Temporary,OT,YRDS-30
3/9/2021,3/12/2021,172,CAPE GIRARDEAU,Cape Girardeau,MO,63701,H,T,OC,Temporary,OT,YRDS-30
3/9/2021,3/15/2021,245,EDGEWOOD,Kenton,KY,41018,H,T,OC,Temporary,OT,YRDS-30
3/9/2021,3/15/2021,577,PADUCAH,McCracken,KY,42001,H,T,OC,Temporary,OT,YRDS-30
3/9/2021,3/24/2021,233,DURHAM,Durham,NC,27713,H,T,OC,Temporary,OT,YRDS-30
3/9/2021,3/16/2021,465.89,SWITZERLAND,Saint Johns,FL,32259,H,T,OC,Temporary,OT,YRDS-30
3/9/2021,3/15/2021,321.91,CHARLOTTESVILLE,Albemarle,VA,22901,H,T,OC,Temporary,OT,YRDS-30
3/9/2021,3/15/2021,296.48,COLUMBUS,Franklin,OH,43211,H,T,OC,Temporary,OT,YRDS-30
3/9/2021,3/12/2021,522,MYRTLE BEACH,Horry,SC,29588,H,T,OC,Temporary,OT,YRDS-30
3/9/2021,3/16/2021,224.89,BROCKPORT,Monroe,NY,14420,H,T,OC,Temporary,OT,YRDS-30
3/9/2021,3/15/2021,175.33,NORTH EAST,Cecil,MD,21901,H,T,OC,Temporary,OT,YRDS-30
3/9/2021,3/24/2021,295,SHREVEPORT,Caddo,LA,71115,H,T,OC,Temporary,OT,YRDS-30
3/9/2021,3/16/2021,410,CAPE CORAL,Lee,FL,33909,H,T,OC,Temporary,OT,YRDS-30
3/9/2021,3/26/2021,300,SHIRLEY,Suffolk,NY,11967,H,T,OC,Temporary,OT,YRDS-30
3/9/2021,3/12/2021,400,DAPHNE,Baldwin,AL,36526,H,T,OC,Temporary,OT,YRDS-30
3/9/2021,3/26/2021,563.75,MATTESON,Cook,IL,60443,H,T,OC,Temporary,OT,YRDS-30
3/9/2021,3/30/2021,245,PHILADELPHIA,Philadelphia,PA,19134,H,T,OC,Temporary,OT,YRDS-30
3/9/2021,3/18/2021,495,LOVELAND,Larimer,CO,80537,H,T,OC,Temporary,OT,YRDS-30
